comments;description;duration;event;main_speaker;occupation;title
671;To all appearances, Eleanor Longden was just like every other student, heading to college full of promise and without a care in the world. That was until the voices in her head started talking. Initially innocuous, these internal narrators became increasingly antagonistic and dictatorial, turning her life into a living nightmare. Diagnosed with schizophrenia, hospitalized, drugged, Longden was discarded by a system that didn't know how to help her. Longden tells the moving tale of her years-long journey back to mental health, and makes the case that it was through learning to listen to her voices that she was able to survive.;857;TED2013;Eleanor Longden;Research psychologist;The voices in my head
201;"Born three and a half months prematurely, Derek Paravicini is blind and has severe autism. But with perfect pitch, innate talent and a lot of practice, he became a concert pianist by the age of 10. Here, his longtime piano teacher, Adam Ockelford, explains his student's unique relationship to music, while Paravicini shows how he has ripped up the ""Chopsticks"" rulebook.";1178;TEDxWarwick;Derek Paravicini and Adam Ockelford;Musician;In the key of genius
289;Gayla Benefield was just doing her job -- until she uncovered an awful secret about her hometown that meant its mortality rate was 80 times higher than anywhere else in the US. But when she tried to tell people about it, she learned an even more shocking truth: People didn't want to know. In a talk that's part history lesson, part call-to-action, Margaret Heffernan demonstrates the danger of willful blindness, and praises ordinary people like Benefield who are willing to speak up.;878;TEDxDanubia;Margaret Heffernan;Management thinker;The dangers of willful blindness
157;Long before sustainability was a buzzword, architect Shigeru Ban was using ecologically sound building materials such as cardboard tubes. He uses them to build remarkable temporary structures for disaster-struck nations such as Haiti, Rwanda and Japan. Yet often, these buildings remain a beloved part of the landscape long after they have served their intended purpose.;702;TEDxTokyo;Shigeru Ban;Architect;Emergency shelters made from paper
419;Russell Foster is a circadian neuroscientist: He studies the sleep cycles of the brain. And he asks: What do we know about sleep? Not a lot, it turns out, for something we do with one-third of our lives. In this talk, Foster shares three popular theories about why we sleep, busts some myths about how much sleep we need at different ages -- and hints at some bold new uses of sleep as a predictor of mental health.;1306;TEDGlobal 2013;Russell Foster;Circadian neuroscientist;Why do we sleep?
333;Can we edit the content of our memories? It's a sci-fi-tinged question that Steve Ramirez and Xu Liu are asking in their lab at MIT. Essentially, the pair shoot a laser beam into the brain of a living mouse to activate and manipulate its memory. In this unexpectedly amusing talk they share not only how, but -- more important -- why they do this.;925;TEDxBoston;Steve Ramirez and Xu Liu;Neuroscientist;A mouse. A laser beam. A manipulated memory.
186;In Lebanon there is one gunshot a year that isnвЂ™t part of a scene of routine violence: The opening sound of the Beirut International Marathon. In a moving talk, marathon founder May El-Khalil explains why she believed a 26.2-mile running event could bring together a country divided for decades by politics and religion, even if for one day a year.;616;TEDGlobal 2013;May El-Khalil;Founder of the Beirut Marathon;Making peace is a marathon
202;They're millions of digits long, and it takes an army of mathematicians and machines to hunt them down -- what's not to love about monster primes? Adam Spencer, comedian and lifelong math geek, shares his passion for these odd numbers, and for the mysterious magic of math.;1037;TED2013;Adam Spencer;Science communicator;Why I fell in love with monster prime numbers
693;Stress. It makes your heart pound, your breathing quicken and your forehead sweat. But while stress has been made into a public health enemy, new research suggests that stress may only be bad for you if you believe that to be the case. Psychologist Kelly McGonigal urges us to see stress as a positive, and introduces us to an unsung mechanism for stress reduction: reaching out to others.;868;TEDGlobal 2013;Kelly McGonigal;Health psychologist;How to make stress your friend
554;Technology is advancing in leaps and bounds -- and so is economic inequality, says writer Chrystia Freeland. In an impassioned talk, she charts the rise of a new class of plutocrats (those who are extremely powerful because they are extremely wealthy), and suggests that globalization and new technology are actually fueling, rather than closing, the global income gap. Freeland lays out three problems with plutocracy вЂ¦ and one glimmer of hope. ;924;TEDGlobal 2013;Chrystia Freeland;Plutocracy chronicler;The rise of the new global super-rich
257;Alexa Meade takes an innovative approach to art. Not for her a life of sketching and stretching canvases. Instead, she selects a topic and then paints it--literally. She covers everything in a scene--people, chairs, food, you name it--in a mask of paint that mimics what's below it. In this eye-opening talk Meade shows off photographs of some of the more outlandish results, and shares a new project involving people, paint and milk.;424;TEDGlobal 2013;Alexa Meade;Visual artist;Your body is my canvas
166;Wolves were once native to the US' Yellowstone National Park -- until hunting wiped them out. But when, in 1995, the wolves began to come back (thanks to an aggressive management program), something interesting happened: the rest of the park began to find a new, more healthful balance. In a bold thought experiment, George Monbiot imagines a wilder world in which humans work to restore the complex, lost natural food chains that once surrounded us.;910;TEDGlobal 2013;George Monbiot;Rewilding campaigner;For more wonder, rewild the world
68;"A third of the world watched live as the World Trade Center collapsed on September 11, 2001; a third more heard about it within 24 hours. (Do you remember where you were?) So exhibits at the soon-to-open 9/11 Memorial Museum will reflect the diversity of the world's experiences of that day. In a moving talk, designer Jake Barton gives a peek at some of those installations, as well as several other projects that aim to make the observer an active participant in the exhibit.";938;TEDSalon NY2013;Jake Barton;Designer and storyteller;The museum of you
90;Months after he was born, in 1948, Ron McCallum became blind. In this charming, moving talk, he shows how he reads -- and celebrates the progression of clever tools and adaptive computer technologies that make it possible. With their help, and the help of volunteers, he's become a lawyer, an academic, and, most of all, a voracious reader. Welcome to the blind reading revolution.;944;TEDxSydney;Ron McCallum;Labor lawyer and activist;How technology allowed me to read
